session_id,condition,n_trials,accept_rate,reject_rate,defer_rate,mean_confidence,mean_response_time,reference_alignment_rate,mean_calibration_error
a196a3dd-4f8c-4633-a102-6a695aa976df,peakaboo,3,1.0,0.0,0.0,77.66666666666667,33.7325288298804,0.6666666666666666,0.47666666666666674
a196a3dd-4f8c-4633-a102-6a695aa976df,peakaboo_recommendation,3,1.0,0.0,0.0,80.33333333333333,30.796260066749,0.6666666666666666,0.4166666666666667
c342fcda-a888-4af9-90ea-b9c69c0bb052,baseline,3,0.6666666666666666,0.3333333333333333,0.0,49.333333333333336,35.0811666202953,1.0,0.5066666666666667
c342fcda-a888-4af9-90ea-b9c69c0bb052,peakaboo,3,0.6666666666666666,0.0,0.3333333333333333,60.0,29.082934187024907,0.6666666666666666,0.43333333333333335
c342fcda-a888-4af9-90ea-b9c69c0bb052,peakaboo_recommendation,3,0.6666666666666666,0.3333333333333333,0.0,72.66666666666667,33.75137791824945,1.0,0.2733333333333333
c63f09f8-6992-4d72-93a1-95a81f0d8c2a,baseline,3,1.0,0.0,0.0,63.0,36.73100124339476,1.0,0.37000000000000005
c63f09f8-6992-4d72-93a1-95a81f0d8c2a,peakaboo,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,70.66666666666667,48.54529752388759,0.3333333333333333,0.68
c63f09f8-6992-4d72-93a1-95a81f0d8c2a,peakaboo_recommendation,3,1.0,0.0,0.0,60.0,41.35059980742714,1.0,0.4000000000000001
c772eded-8c5b-49e1-a3bf-ca597ba0a17d,baseline,3,0.6666666666666666,0.0,0.3333333333333333,77.33333333333333,39.52946627435175,0.3333333333333333,0.49333333333333335
c772eded-8c5b-49e1-a3bf-ca597ba0a17d,peakaboo,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,69.33333333333333,25.32053533498412,0.6666666666666666,0.37999999999999995
c772eded-8c5b-49e1-a3bf-ca597ba0a17d,peakaboo_recommendation,3,0.6666666666666666,0.3333333333333333,0.0,73.33333333333333,37.91227274087982,1.0,0.26666666666666666
e3fa8340-b639-41be-b15b-71295642168d,baseline,3,0.6666666666666666,0.3333333333333333,0.0,70.0,37.60484349092706,0.3333333333333333,0.5733333333333334
e3fa8340-b639-41be-b15b-71295642168d,peakaboo,3,0.3333333333333333,0.6666666666666666,0.0,70.0,27.62555671801877,0.6666666666666666,0.36000000000000004
e3fa8340-b639-41be-b15b-71295642168d,peakaboo_recommendation,3,1.0,0.0,0.0,69.66666666666667,24.541611071536988,0.6666666666666666,0.5299999999999999
e9459b53-bfb9-4fc4-b403-b8a39c922921,baseline,3,0.6666666666666666,0.3333333333333333,0.0,78.33333333333333,20.64469220929784,1.0,0.21666666666666665
e9459b53-bfb9-4fc4-b403-b8a39c922921,peakaboo,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,74.66666666666667,42.17627776390822,0.6666666666666666,0.32666666666666666
e9459b53-bfb9-4fc4-b403-b8a39c922921,peakaboo_recommendation,3,1.0,0.0,0.0,84.33333333333333,32.14441573862355,0.6666666666666666,0.31666666666666665
ef6afff9-99ca-4808-be2e-709bacf5b1bf,baseline,3,0.6666666666666666,0.3333333333333333,0.0,92.0,33.02885129240527,1.0,0.08
ef6afff9-99ca-4808-be2e-709bacf5b1bf,peakaboo,3,0.6666666666666666,0.3333333333333333,0.0,72.33333333333333,33.21987704391808,1.0,0.27666666666666667
ef6afff9-99ca-4808-be2e-709bacf5b1bf,peakaboo_recommendation,3,1.0,0.0,0.0,65.66666666666667,24.6005344120867,0.6666666666666666,0.47000000000000003
